	City	Cloudiness	Country	Humidity	Max_Temp	Wind_speed	date	lat	lng
270	waslala	92	NI	88	76.52	3.96	1535238483	13.33	-85.37
271	marawi	20	PH	87	75.17	2.62	1535238484	8.0	124.29
272	hajiganj	88	BD	92	80.21	7.2	1535238484	23.25	90.85
273	raudeberg	92	NO	93	48.2	4.7	1535237400	61.99	5.14
274	puerto cabezas	75	NI	100	77.0	4.7	1535234400	14.04	-83.39
275	caranavi	92	BO	98	61.67	2.06	1535238484	-15.83	-67.57
276	leningradskiy	76	RU	100	36.47	9.44	1535238361	69.38	178.42
277	ulaangom	12	MN	62	45.83	6.42	1535238485	49.98	92.07
278	ampanihy	0	MG	85	56.72	2.73	1535238368	-24.69	44.75
279	samsun	20	TR	94	68.0	2.24	1535233800	41.29	36.33
280	ayan	12	TR	61	63.83	1.39	1535238486	40.67	33.6
281	sokolskoye	0	RU	92	57.8	4.52	1535238486	57.14	43.16
282	mar del plata	32	AR	45	60.23	25.55	1535238342	-46.43	-67.52
283	niesky	64	DE	76	52.22	5.08	1535238486	51.29	14.82
284	macusani	92	PE	100	47.45	1.39	1535238487	-14.07	-70.43
285	qaqortoq	75	GL	81	44.6	4.7	1535237400	60.72	-46.03
286	tynda	12	RU	81	67.79	3.4	1535238487	55.15	124.74
287	le vauclin	40	MQ	69	82.4	10.29	1535236200	14.55	-60.84
288	tateyama	75	JP	88	78.8	3.36	1535234400	36.66	137.31
289	kotka	90	FI	100	55.4	3.36	1535237400	60.47	26.95
290	roswell	75	US	68	93.2	10.29	1535237700	33.39	-104.52
291	henties bay	0	NA	100	51.32	8.43	1535238363	-22.12	14.28
292	puerto del rosario	0	ES	50	78.8	10.29	1535236200	28.5	-13.86
293	rimouski	75	CA	50	75.2	16.11	1535234400	48.45	-68.52
294	mill valley	1	US	44	84.02	6.93	1535236500	37.91	-122.55
295	skogn	75	NO	81	50.0	13.87	1535235600	63.7	11.19
296	paredon	24	BO	96	43.31	3.18	1535238489	-18.93	-65.16
297	yangambi	20	CD	99	71.93	2.73	1535238489	0.77	24.47
298	stephenville	1	US	25	99.14	10.29	1535235300	32.22	-98.2
299	awbari	56	LY	30	83.9	7.65	1535238489	26.59	12.77
300	hami	24	CN	36	66.98	6.42	1535238308	42.84	93.51
301	sabang	20	PH	83	83.99	11.68	1535238381	13.72	123.58
302	marica	75	BR	83	75.2	3.36	1535238000	-22.92	-42.82
303	matagami	92	NG	98	67.97	2.51	1535238490	9.67	8.4
304	bani walid	0	LY	68	72.2	6.2	1535238490	31.76	14.0
305	deputatskiy	48	RU	74	43.49	3.96	1535238491	69.3	139.9
306	sistranda	75	NO	93	50.0	9.17	1535233800	63.73	8.83
307	mazatlan	40	MX	63	91.4	12.75	1535233440	23.22	-106.42
308	yen bai	48	VN	100	73.73	3.51	1535238491	21.7	104.87
309	sosnovo-ozerskoye	36	RU	84	55.73	5.08	1535238492	52.53	111.54
310	marsh harbour	56	BS	96	84.98	13.24	1535238389	26.54	-77.06
311	belaya gora	92	RU	77	46.73	4.41	1535238492	68.54	146.19
312	mahajanga	20	MG	78	71.6	14.58	1535234400	-15.72	46.32
313	kaitangata	0	NZ	72	55.01	21.63	1535238394	-46.28	169.85
314	arona	40	IT	88	66.2	2.24	1535235600	45.76	8.56
315	seddon	0	NZ	90	53.93	5.75	1535238493	-41.67	174.07
316	mugur-aksy	0	RU	76	35.66	3.06	1535238493	50.38	90.44
317	alenquer	0	BR	66	84.2	3.36	1535234400	-1.95	-54.74
318	grand-lahou	80	CI	93	73.82	7.99	1535238393	5.24	-5.0
319	komsomolskiy	0	RU	84	37.73	2.06	1535238379	67.55	63.78
320	katsuura	20	JP	78	78.8	6.93	1535234400	33.93	134.5
321	kareli	100	IN	97	72.65	15.03	1535238494	22.93	79.06
322	road town	40	VG	69	84.92	11.41	1535238000	18.42	-64.62
323	salalah	90	OM	100	73.4	5.82	1535237400	17.01	54.1
324	agadir	0	MA	83	69.8	4.7	1535236200	30.42	-9.58
325	shimoda	0	JP	91	81.29	10.67	1535238495	34.7	138.93
326	beloha	0	MG	87	59.78	5.19	1535238367	-25.17	45.06
327	boquira	8	BR	43	74.81	9.78	1535238495	-12.82	-42.73
328	camacha	40	PT	77	71.6	9.17	1535236200	33.08	-16.33
329	natal	40	BR	69	78.8	17.22	1535234400	-5.81	-35.21
330	garowe	56	SO	44	83.0	19.28	1535238496	8.41	48.48
331	gravelbourg	8	CA	33	69.5	4.41	1535238496	49.88	-106.56
332	belmonte	0	PT	66	58.88	3.74	1535238497	40.36	-7.35
333	jataizinho	0	BR	45	64.4	6.93	1535234400	-23.26	-50.98
334	yenagoa	92	NG	93	72.56	4.41	1535238468	4.92	6.26
335	la plaine	0	FR	76	60.8	1.61	1535236200	45.17	5.76
336	saint-francois	90	FR	93	48.2	1.12	1535236200	46.42	3.91
337	amapa	90	HN	88	73.4	13.87	1535238000	15.09	-87.97
338	hirara	40	JP	88	80.6	12.75	1535234400	24.8	125.28
339	sitka	36	US	40	93.62	15.48	1535238461	37.17	-99.65
340	carroll	40	AU	76	53.6	4.7	1535236200	-30.99	150.44
341	vryburg	0	ZA	45	46.1	4.18	1535238499	-26.96	24.73
342	teya	75	MX	74	82.4	17.22	1535234340	21.05	-89.07
343	yeppoon	40	AU	73	69.8	3.36	1535236200	-23.13	150.74
344	alta floresta	0	BR	45	83.09	3.96	1535238305	-9.87	-56.08
345	san felipe	0	CL	79	59.0	11.41	1535238000	-32.75	-70.73
346	hopelchen	20	MX	55	89.6	2.17	1535233320	19.77	-89.85
347	zhigansk	0	RU	69	54.02	3.06	1535238501	66.77	123.37
348	pangnirtung	32	CA	96	40.25	6.2	1535238501	66.15	-65.72
349	pevek	36	RU	100	37.46	10.45	1535238501	69.7	170.27
350	mount gambier	92	AU	95	49.88	3.62	1535238345	-37.83	140.78
351	ayagoz	0	KZ	73	44.12	1.95	1535238502	47.96	80.43
352	tongliao	0	CN	96	65.81	4.97	1535238502	43.61	122.27
353	iqaluit	75	CA	81	44.6	2.95	1535234400	63.75	-68.52
354	ballina	92	IE	85	51.95	10.11	1535238502	54.11	-9.15
355	mandalgovi	0	MN	95	49.79	12.24	1535238503	45.76	106.27
356	forssa	0	FI	100	48.2	3.96	1535237400	60.82	23.63
357	coquimbo	0	CL	76	53.6	8.05	1535238000	-29.95	-71.34
358	isangel	20	VU	100	73.19	16.6	1535238308	-19.55	169.27
359	hambantota	68	LK	99	79.94	17.05	1535238464	6.12	81.12
360	sidhi	100	IN	99	73.37	6.98	1535238504	24.41	81.88
361	cabedelo	75	BR	83	75.2	10.29	1535234400	-6.97	-34.84
362	beringovskiy	92	RU	100	49.52	9.66	1535238504	63.05	179.32
363	san cristobal	40	EC	36	64.4	11.41	1535234400	-0.39	-78.55
364	egvekinot	92	RU	100	39.89	3.06	1535238352	66.32	-179.17
365	batagay-alyta	0	RU	80	45.2	3.74	1535238373	67.8	130.41
366	harer	0	US	23	73.82	9.78	1535238505	42.19	-111.17
367	tessalit	48	ML	45	85.16	10.56	1535238505	20.2	1.01
368	humaita	0	AR	37	60.8	4.7	1535238000	-24.93	-65.37
369	chumikan	0	RU	81	64.37	2.17	1535238506	54.72	135.31
370	richards bay	0	ZA	67	68.15	9.1	1535238506	-28.77	32.06
371	adolfo lopez mateos	20	MX	39	95.33	3.96	1535238506	26.8	-109.39
372	takoradi	92	GH	95	75.44	7.76	1535238362	4.89	-1.75
373	benghazi	40	LY	83	78.8	5.82	1535236200	32.12	20.07
374	renfrew	76	GB	87	53.6	3.36	1535237400	55.88	-4.39
375	shahr-e babak	0	IR	25	67.43	10.67	1535238507	30.12	55.12
376	coahuayana	56	MX	76	75.62	2.62	1535238507	18.62	-100.35
377	broken hill	0	AU	58	55.82	5.97	1535238507	-31.97	141.45
378	punta alta	0	AR	35	57.2	9.17	1535234400	-27.46	-55.82
379	sompeta	92	IN	93	73.91	10.11	1535238508	18.93	84.6
380	roald	92	NO	87	48.2	4.7	1535235600	62.58	6.12
381	yarada	92	IN	100	80.66	21.52	1535238508	17.65	83.27
382	ode	92	NG	98	70.85	4.07	1535238509	7.79	5.71
383	padang	68	ID	100	79.22	4.63	1535238327	-0.92	100.36
384	merrill	1	US	3	80.06	11.41	1535237580	42.03	-121.6
385	saulkrasti	88	LV	100	53.6	2.24	1535237400	57.26	24.42
386	sao paulo de olivenca	24	BR	83	80.12	1.95	1535238510	-3.38	-68.87
387	aklavik	75	CA	76	59.0	8.05	1535234400	68.22	-135.01
388	neryungri	12	RU	81	65.45	5.41	1535238510	56.66	124.71
389	moussoro	32	TD	88	74.9	6.08	1535238510	13.64	16.49
390	aktau	0	KZ	44	59.0	6.71	1535236200	43.65	51.16
391	kyaukse	75	MM	94	78.8	11.41	1535236200	21.6	96.13
392	wewak	76	PG	100	77.78	1.16	1535238511	-3.55	143.63
393	port keats	0	AU	47	74.9	6.98	1535238511	-14.25	129.55
394	porbandar	92	IN	94	78.32	18.84	1535238484	21.64	69.61
395	sherbakul	32	RU	91	50.42	5.75	1535238511	54.63	72.39
396	ouallam	80	NE	84	76.07	11.12	1535238512	14.32	2.08
397	bubaque	20	GW	88	80.6	3.36	1535234400	11.28	-15.83
398	tuburan	90	PH	83	80.6	6.93	1535234400	10.73	123.82
399	puerto leguizamo	20	CO	93	75.53	1.95	1535238504	-0.19	-74.78
400	umm kaddadah	24	SD	83	73.1	6.76	1535238513	13.6	26.69
401	acapulco	40	MX	70	87.8	8.05	1535233320	16.86	-99.88
402	kutum	32	SD	88	65.27	3.62	1535238513	14.2	24.66
403	molchanovo	0	RU	88	55.37	10.45	1535238513	57.58	83.76
404	hobyo	8	SO	88	73.28	19.51	1535238374	5.35	48.53
405	vestmannaeyjar	12	IS	100	46.46	6.2	1535238221	63.44	-20.27
406	chenzhou	92	CN	100	70.58	4.97	1535238514	25.81	113.03
407	atbasar	76	KZ	95	46.55	6.98	1535238514	51.81	68.36
408	vao	92	EE	96	57.08	2.62	1535238514	59.1	26.19
409	kivertsi	12	UA	94	63.2	6.2	1535238514	50.83	25.46
410	dreux	36	FR	71	55.4	2.24	1535236200	48.74	1.37
411	lagos	40	NG	94	77.0	2.24	1535234400	6.46	3.39
412	trairi	8	BR	99	79.76	19.73	1535238410	-3.28	-39.27
413	buribay	0	RU	93	50.78	8.55	1535238515	51.96	58.16
414	faanui	36	PF	100	77.51	6.53	1535238068	-16.48	-151.75
415	vung tau	75	VN	94	80.6	10.29	1535236200	10.35	107.08
416	dunedin	0	NZ	73	53.93	2.95	1535238290	-45.87	170.5
417	morehead	75	US	66	78.08	4.7	1535233980	38.18	-83.43
418	mayo	75	CA	81	53.6	2.24	1535236620	63.59	-135.9
419	crossville	1	US	68	82.4	6.93	1535237700	35.95	-85.03
420	nishihara	40	JP	83	84.2	4.7	1535236200	35.74	139.53
421	thunder bay	75	CA	77	69.8	8.05	1535234400	48.41	-89.26
422	pimentel	0	BR	81	78.32	4.63	1535238517	-3.7	-45.5
423	lufkin	1	US	44	93.02	9.17	1535237580	31.34	-94.73
424	yuci	0	CN	82	68.0	2.24	1535238000	37.68	112.73
425	talnakh	56	RU	91	51.5	3.4	1535238338	69.49	88.39
426	linxia	68	CN	97	53.75	2.06	1535238518	35.6	103.21
427	khor	92	RU	83	61.22	3.96	1535238518	47.88	134.96
428	pacifica	1	US	44	84.02	6.93	1535236500	37.61	-122.49
429	torbay	90	CA	68	69.8	16.11	1535234400	47.66	-52.73
430	isoka	0	ZM	72	54.92	6.08	1535238519	-10.15	32.64
431	srednekolymsk	92	RU	77	40.25	5.97	1535238519	67.46	153.71
432	barabai	36	ID	93	76.7	2.62	1535238519	-2.59	115.38
433	mackay	90	CA	59	60.8	6.93	1535236140	53.65	-115.58
434	presidente venceslau	0	BR	42	66.2	6.93	1535234400	-21.88	-51.85
435	la palma	0	CO	81	70.85	1.05	1535238521	5.36	-74.39
436	lavrentiya	76	RU	93	46.46	11.68	1535238521	65.58	-170.99
437	yerofey pavlovich	36	RU	79	66.26	3.4	1535238521	53.97	121.97
438	airai	0	TL	74	72.38	1.5	1535238342	-8.93	125.41
439	gannan	44	CN	99	68.15	6.2	1535238522	47.92	123.49
440	rio grande	0	BR	57	51.8	11.41	1535233500	-32.03	-52.1
441	grindavik	0	IS	75	48.2	6.93	1535234400	63.84	-22.43
442	tecoanapa	40	MX	70	87.8	8.05	1535233320	16.99	-99.26
443	norden	88	DE	100	51.8	8.05	1535237700	53.59	7.21
444	nome	1	US	45	95.54	10.29	1535235300	30.04	-94.42
445	candelaria	40	CO	48	86.0	13.87	1535234400	3.41	-76.35
446	buin	0	CL	83	66.2	11.41	1535238000	-33.73	-70.74
447	ponta delgada	40	PT	78	71.6	10.29	1535236200	37.73	-25.67
448	san policarpo	76	PH	99	81.56	3.4	1535238300	12.18	125.51
449	ahuimanu	90	US	84	82.94	11.41	1535235600	21.44	-157.84
450	inta	0	RU	86	39.89	3.51	1535238524	66.04	60.13
451	kerema	64	PG	99	74.27	2.39	1535238524	-7.96	145.78
452	los llanos de aridane	48	ES	88	73.4	11.41	1535236200	28.66	-17.92
453	sembabule	36	UG	97	61.22	3.74	1535238524	-0.08	31.46
454	winnemucca	1	US	3	89.06	12.75	1535237760	40.97	-117.74
455	westport	92	IE	92	52.4	9.44	1535238525	53.8	-9.52
456	suntar	92	RU	94	56.63	4.18	1535238525	62.16	117.65
457	adrar	0	DZ	17	91.4	13.87	1535234400	27.87	-0.29
458	caribou	1	US	56	80.06	5.82	1535234160	46.86	-68.01
459	paamiut	56	GL	92	43.85	19.84	1535238408	61.99	-49.67
460	chernyshevskiy	76	RU	88	52.85	3.06	1535238526	63.01	112.47
461	camalu	36	MX	55	77.87	7.65	1535238268	30.85	-116.07
462	winslow	48	GB	81	53.6	3.36	1535237760	51.94	-0.88
463	grand gaube	75	MU	69	73.4	14.99	1535234400	-20.01	57.66
464	criciuma	0	BR	98	53.75	15.82	1535238527	-28.68	-49.37
465	santa cruz	1	US	53	82.4	16.11	1535236500	36.97	-122.03
466	oistins	20	BB	69	82.4	18.34	1535234400	13.07	-59.53
467	pontianak	40	ID	94	77.0	4.18	1535236200	-0.02	109.34
468	aykhal	12	RU	83	48.71	3.96	1535238528	65.95	111.51
469	estelle	20	US	38	96.98	14.99	1535237700	32.87	-97.01
470	dutse	24	NG	92	71.3	6.42	1535238528	11.76	9.34
471	shunyi	0	CN	83	75.2	2.24	1535238000	40.13	116.65
472	eureka	1	US	68	64.4	13.87	1535236500	40.8	-124.16
473	elat	56	CM	98	67.34	2.06	1535238356	2.91	11.16
474	iranshahr	0	IR	19	65.27	6.76	1535238529	27.21	60.69
475	bhan	0	PK	76	78.5	3.06	1535238529	26.56	67.72
476	urusha	32	RU	81	68.87	3.4	1535238530	54.05	122.9
477	brae	92	GB	81	51.8	12.75	1535237400	60.4	-1.35
478	viedma	0	AR	38	49.43	11.01	1535238512	-40.81	-62.99
479	puerto carreno	40	CO	78	80.6	6.93	1535234400	6.19	-67.49
480	gambela	12	ET	90	57.8	2.62	1535238531	8.25	34.59
481	maldonado	75	UY	66	48.2	14.99	1535234400	-34.91	-54.96
482	sivas	0	TR	25	62.6	8.05	1535233800	39.75	37.01
483	chapleau	90	CA	93	64.4	3.36	1535236620	47.85	-83.4
484	dabat	88	ET	99	56.63	1.72	1535238532	12.98	37.77
485	yarmouth	0	GB	87	53.6	1.12	1535237400	50.71	-1.5
486	alugan	76	PH	99	81.56	3.4	1535238532	12.22	125.48
487	peremyshlyany	90	UA	93	64.4	4.47	1535238000	49.67	24.56
488	deniliquin	0	AU	96	53.57	5.19	1535238533	-35.53	144.96
489	bobon	36	PH	100	82.1	6.08	1535238533	12.53	124.56
490	makushino	48	RU	88	57.26	20.29	1535238533	55.21	67.25
491	muros	20	ES	93	57.2	5.82	1535236200	42.77	-9.06
492	presidencia roque saenz pena	0	AR	48	48.53	5.97	1535238394	-26.79	-60.44
493	luangwa	56	MZ	67	70.67	8.99	1535238534	-15.62	30.4
494	kahului	75	US	71	84.02	20.8	1535234160	20.89	-156.47
495	fort stewart	1	US	66	84.56	4.74	1535236680	31.87	-81.61
496	meinerzhagen	20	DE	93	50.0	3.36	1535237400	51.11	7.64
497	abu kamal	0	SY	27	81.11	9.66	1535238535	34.45	40.92
498	dovers	0	VC	96	83.09	17.27	1535238535	12.88	-61.18
499	lakes entrance	0	AU	85	53.39	4.18	1535238439	-37.88	147.99
500	zarubino	12	RU	94	71.3	6.42	1535238536	42.65	131.06
501	phek	36	IN	94	69.59	1.72	1535238536	25.7	94.46
502	tulun	0	RU	80	58.25	5.64	1535238536	54.56	100.58
503	valparaiso	75	US	74	87.08	5.82	1535237100	41.47	-87.06
504	jalu	0	LY	41	83.54	10.11	1535238537	29.03	21.55
505	asyut	0	EG	51	82.4	13.87	1535234400	27.18	31.19
506	fereydun kenar	0	IR	94	68.69	3.06	1535238537	36.69	52.52
507	san patricio	0	PY	69	47.09	3.18	1535238538	-26.98	-56.83
508	hondo	40	US	26	100.04	8.05	1535235300	29.35	-99.14
509	goderich	92	CA	96	68.42	15.82	1535238538	43.74	-81.71
510	nandigama	64	IN	79	78.32	9.78	1535238538	16.78	80.29
511	college	90	US	82	59.0	5.82	1535235420	64.86	-147.8
512	muroto	40	JP	88	80.6	4.7	1535238000	33.37	134.14
513	agadez	0	NE	90	75.08	7.2	1535238539	16.97	7.99
514	alofi	76	NU	94	73.4	9.17	1535234400	-19.06	-169.92
515	saint anthony	1	US	3	80.96	12.75	1535234160	43.97	-111.68
516	beyneu	0	KZ	65	55.19	4.63	1535238540	45.32	55.19
517	sangar	68	RU	67	55.46	3.06	1535238540	63.92	127.47
518	cabuyaro	68	CO	58	83.63	4.97	1535238540	4.29	-72.79
519	abu samrah	0	SY	89	67.61	10.45	1535238510	35.3	37.18
520	zhezkazgan	0	KZ	92	47.99	5.41	1535238541	47.8	67.71
521	mitsamiouli	0	KM	100	73.82	7.09	1535238541	-11.38	43.28
522	poum	44	MK	92	57.98	2.06	1535238435	41.28	20.71
523	narsaq	75	GL	81	44.6	4.7	1535237400	60.91	-46.05
524	fort nelson	75	CA	87	57.2	4.7	1535236440	58.81	-122.69
525	sibolga	32	ID	100	66.62	1.05	1535238371	1.74	98.78
526	plymouth	0	GB	55	60.8	6.93	1535233800	50.37	-4.14
527	fukue	20	JP	74	84.2	8.05	1535238000	35.03	136.69
528	bahia blanca	0	AR	58	49.16	9.44	1535238542	-38.72	-62.27
529	acolla	0	PE	96	33.77	3.96	1535238543	-11.73	-75.55
530	merauke	64	ID	84	80.03	10.56	1535238339	-8.49	140.4
531	okhotsk	80	RU	100	60.23	3.74	1535238383	59.36	143.24
532	turbat	0	PK	95	68.69	3.4	1535238388	26.0	63.05
533	paonta sahib	92	IN	100	69.5	2.06	1535238544	30.44	77.62
534	taoudenni	0	ML	19	87.5	9.78	1535238544	22.68	-3.98
535	pailon	75	BO	29	66.2	11.41	1535234400	-17.66	-62.72
536	quatre cocos	75	MU	69	73.4	14.99	1535234400	-20.21	57.76
537	haimen	92	CN	92	82.1	15.59	1535238544	31.87	121.18
538	bay-khaak	64	RU	82	48.89	2.39	1535238545	51.16	94.47
539	la peca	8	PE	79	68.78	1.95	1535238545	-5.61	-78.44
540	guanica	75	PR	78	80.6	14.99	1535237400	17.97	-66.91
